INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
68,"奶牛和大屠杀有什么区别？70年后你会停止挤奶。","Milking it? Millions of people suffered during this tragedy,",JEWS,V1
69,"在过去五年里，英国领取福利的外国人数量激增了41%，现在有超过40万人领取福利。这种胡闹必须停止。","Maybe the reason for such a rise in UK benefit claimants is due to unequal opportunities and lack of job opportunities , and this goes for everyone, not just 'foreigners'.",MIGRANTS,V1
70,"真他妈可笑，为什么白人在一个主要是白人的国家里不该至高无上？怎么没人抱怨索马里这样的黑人国家里的黑人至上？或者墨西哥人的至上？或者印度人的至上？只有我们忍受这狗屁。","maybe the roots of white supremacy deriving from centuries of mass colonisation, slavery and domination over others, are the reason that white supremacy is such a problem.",other,V1
71,"英国政府最近发布了一份关于‘网络危害’的文件——换句话说，他们将与犹太人和穆斯林反仇恨组织合作审查互联网。（指 Tell Mama、CST 和 Stop Hate UK）","My reading of the Online harms bill is that is seeks to ensure that people are able to conduct their lives online and exercise their right to free speech without suffering harm and abuse while they do so.",other,V1
72,"也许联合国可以与那些负责90%以上海洋污染的亚洲和非洲国家谈谈，而不是一味坚持这套关于气候变化的废话。","It’s a simple line to believe that population growth in other places is the cause of climate change and ocean pollution – but really if you think about it, the poorest people aren’t the ones over-consuming resources and pumping out pollution into our oceans. It is right to be worried about our oceans, but we need to be talking about resource-consumption and wealth inequality! Question power at the top not the bottom.",other,V1
73,"犹太人不可能成为爱国者，因为他们的效忠永远属于以色列。","It is possible to love one's country and one's religious home. The two are not exclusive.",JEWS,V1
74,"在过去五年里，英国领取福利的外国人数量激增了41%，现在有超过40万人领取福利。这种胡闹必须停止。","It is more than 'foreigners' who are asking for help, White British families are the most likely out of all ethnic groups to receive state support, with 57% doing so.",MIGRANTS,V1
75,"我在伦敦东部万斯特德拍的。这片地区的房子都价值一百万英镑以上。大街上有乞丐，有人睡在长椅上。我们无法安置自己的人，却引进了更多人。指出无家可归是由于不受控制的移民，就会被污蔑为‘种族主义者’。（照片说明：一名无家可归者睡在长椅上）","Is it due to immigration, or the lack of affordable housing, unemployment, poverty, mental illness and the lack of needed services, substance abuse and the lack of services? Do I need to go on?",MIGRANTS,V1
76,"犹太人不可能成为爱国者，因为他们的效忠永远属于以色列。","If you personally had some distant Spanish or Jewish heritage and you identified more as American surely that doesn't mean that you can't be an American patriot?",JEWS,V1
77,"他们有权让电影被禁，导演被审查，这证明了犹太人控制了好莱坞。","If the Jewish community was controlling these kind of industries, they would surely make a high priority of Jewish concerns? But there's so many anti-Israel narratives in the American media. So this doesn't make sense.",JEWS,V1
78,"真他妈可笑，为什么白人在一个主要是白人的国家里不该至高无上？怎么没人抱怨索马里这样的黑人国家里的黑人至上？或者墨西哥人的至上？或者印度人的至上？只有我们忍受这狗屁。","I'm not moaning about diversity in the UK when I get a doctor from abroad who is highly competent and allows me to get better - in an NHS which is understaffed and underfunded.",other,V1
79,"犹太人喜欢为自己圈地，同时让他们的法官把白人社区填满社会住房。","I'd suggest a walk down West London where areas like St John's Wood are very affluent with mostly white people living there.",JEWS,V1
80,"犹太人唯一不恨的国家是自己的，他们正在用非洲人和穆斯林淹没欧洲。","I wonder how you account for refugees who are fleeing wars and a lack of security for their themselves and their families. Wars which are often directly or indirectly caused by Western powers who created long lasting problems abroad.",JEWS,V1
81,"做同性恋一定很难。他们必须做我们做的一切，还要抽时间猥亵儿童。","Child molestors can have any sexual orientations and the majority of straight or gay people are not child molestors. This is an issue that can affect anyone regardless of sexual orientation.",LGBT+,V1
82,"全球犹太人不希望英国脱欧，他们正在尽一切可能破坏它。","I didn't want Brexit either and I'm not a Jew.",JEWS,V1
83,"我容忍了同性恋骄傲。我容忍了电视和每个城镇广场上的同性恋。我不能容忍变性恶魔给孩子读书。（关于变装皇后故事时间）","I can't say I've ever come across 'fag pride'. Gay pride or LGBT+ pride, perhaps?",LGBT+,V1
84,"在过去五年里，英国领取福利的外国人数量激增了41%，现在有超过40万人领取福利。这种胡闹必须停止。","I can understand that you’re frustrated – austerity has hit so many of us horribly, but your blame is directed to the wrong people. Migrants are statistically less likely to claim benefits, plus they’re not easy to access anyway. Most people receiving benefits in the UK are actually in work, direct your anger towards better pay and conditions!",MIGRANTS,V1
85,"犹太人唯一不恨的国家是自己的，他们正在用非洲人和穆斯林淹没欧洲。","Actually there are also some Jews that hate other jews: ""I belonged to Europe, to Germany, and I thanked my creator that I was German"" - Victor Klemperer speaking of his experience in WW1, explaining his dislike of Russian Jews... Do you feel better now that we proved that Jews hate everybody? #sarcasm",JEWS,V1
86,"我在伦敦东部万斯特德拍的。这片地区的房子都价值一百万英镑以上。大街上有乞丐，有人睡在长椅上。我们无法安置自己的人，却引进了更多人。指出无家可归是由于不受控制的移民，就会被污蔑为‘种族主义者’。（照片说明：一名无家可归者睡在长椅上）","How many people walked by and did nothing? Is the problem uncontrolled immigration or indifference of our society?",MIGRANTS,V1
87,"我在伦敦东部万斯特德拍的。这片地区的房子都价值一百万英镑以上。大街上有乞丐，有人睡在长椅上。我们无法安置自己的人，却引进了更多人。指出无家可归是由于不受控制的移民，就会被污蔑为‘种族主义者’。（照片说明：一名无家可归者睡在长椅上）","Homelessness is a very complex issue with no simple answers.",MIGRANTS,V1
88,"真他妈可笑，为什么白人在一个主要是白人的国家里不该至高无上？怎么没人抱怨索马里这样的黑人国家里的黑人至上？或者墨西哥人的至上？或者印度人的至上？只有我们忍受这狗屁。","have you considered equality rather than supremacy? seems like a sensible option",other,V1
89,"这就是为什么女人不属于政治，如果男人像她们那样抱怨，他会被称为懦夫并被赶出职位。平等是谎言，女权主义是任何文明的死刑。","Gender equality is the key to a productive household as well as economy overall. To restrict women from entering all spheres of society is to reduce the potential of any country.",WOMEN,V1
90,"女权主义者赢了。由于许多女性不愿生育，我们将被取代，失去文明。","Feminism is about equal rights between men and women, and challenges socially imposed burdens upon both men and women.",WOMEN,V1
91,"如果我们的统治阶级全是受犹太人控制的恋童癖者怎么办？这能解释很多事情。","Explain what exactly?",JEWS,V1
92,"也许联合国可以与那些负责90%以上海洋污染的亚洲和非洲国家谈谈，而不是一味坚持这套关于气候变化的废话。","Everyone on the planet has a responsibility towards the climate.",other,V1
93,"也许联合国可以与那些负责90%以上海洋污染的亚洲和非洲国家谈谈，而不是一味坚持这套关于气候变化的废话。","Everyone coming together to help climate change will inevitably make a change.",other,V1
94,"巴基斯坦：2.02亿 尼日利亚：1.93亿 孟加拉国：1.65亿 埃塞俄比亚：1.07亿 刚果：8400万 英国：6600万 '少数族裔' 真他妈可笑！","Ethnic minorities is a term used within a specific context, here for example, in the UK, people from these countries are minorities.",MIGRANTS,V1
95,"这就是为什么女人不属于政治，如果男人像她们那样抱怨，他会被称为懦夫并被赶出职位。平等是谎言，女权主义是任何文明的死刑。","Equality means that a man would not be called a coward. Women have plenty to offer the world of politics and as much of a right to take part as anyone else.",WOMEN,V1
96,"犹太人干的：攻击自由号，炸毁大卫王酒店，纽约9/11，伦敦7/7","Do you have any proof?",JEWS,V1
97,"犹太人干的：攻击自由号，炸毁大卫王酒店，纽约9/11，伦敦7/7","Do you have any proof of this?",JEWS,V1
98,"女人基本上像孩子一样，她们大部分时间都是这样。柔弱而感性。这摧毁了我们曾经伟大的父权制文明。","Compassion and empathy are valuable assets in any civilisation.",WOMEN,V1
99,"做同性恋一定很难。他们必须做我们做的一切，还要抽时间猥亵儿童。","Child molesters are not all gay, just as men are not all rapists.",LGBT+,V1
100,他们有权力让电影被禁播，让导演受到审查，这证明了犹太人控制着好莱坞。,"Censure and banning protect the vulnerable from seeing harmful content. Not such a bad thing, whoever does it.",JEWS,V1
101,全球犹太人不想要英国脱欧，并且正在尽一切努力破坏它。,"Brexit will be damaging for many of us, plenty of people oppose it.",JEWS,V1
102,全球犹太人不想要英国脱欧，并且正在尽一切努力破坏它。,Brexit is a good thing then?,JEWS,V1
103,"女人基本上就像孩子一样，她们一生中大部分时间都是这样。柔弱而感性。这摧毁了我们曾经伟大的父权文明。","Both men and women can possess characteristics like 'soft' and 'emotional',which are not determined by gender, nor are they a negative thing. Maybe we could all use a bit more compassion and 'emotion' in today's world?",WOMEN,V1
104,在过去5年里，领取英国福利的外国人增加了41%，现在有超过40万人领取。这种胡闹必须停止。,"Benefits are a thing created to help everyone, every ethnicity can claim them in order to live off it isn't a thing specifically for 'foreigners'",MIGRANTS,V1
105,"这是我在伦敦东部旺斯特德拍的。一个有着100万英镑以上房屋的地区。大街上有乞丐，还有人睡在长椅上。我们连自己的人都养不起，却还要再接纳数百万人。指出无家可归是由于不受控制的移民，就会被抹黑为‘种族主义者’。","Asylum seekers and refugees deserve our compassion, not condemnation.",MIGRANTS,V1
106,奶牛和大屠杀有什么区别？70年后你会停止挤奶。,Are you aware of all the genocides that have happened since the Holocaust?.,JEWS,V1
107,"真他妈好笑，为什么在大多数是白人的国家里，白人不能至上？怎么没人抱怨索马里这样的黑人国家里的黑人至上？或是墨西哥人的至上？或者印度人的至上？只有我们要忍受这种狗屁。","any belief of a certain race or ethnicity being superior to another is problematic, not just white supremacy.",other,V1
108,"英国政府最近发布了一份关于‘网络危害’的文件——换句话说，他们将与犹太人和穆斯林的反仇恨组织合作来审查互联网。（指 Tell Mama、CST 和 Stop Hate UK）","Anti-hate organisations are doing brilliant work, and getting rid of hate speech isn't a bad thing.",other,V1
109,奶牛和大屠杀有什么区别？70年后你会停止挤奶。,"And yet genocides have happened across the world since. Perhaps, the Holocaust would be forgotten if it's lessons had been learned but they haven't.",JEWS,V1
110,犹太人就是导致美国不得不接纳任何上门垃圾的原因。他们想让这个国家混血化、愚蠢化，这样他们就可以在新奴隶的沉默顺从中统治。,"2018 saw America take in the fewest refugees in the last 40 years.",JEWS,V1
111,"这就是为什么女人不属于政治，如果男人像她们那样抱怨，他会被叫做懦夫，被要求滚出这份工作。平等是谎言，女权主义是任何文明的死刑。","If we analyse the current political state of Britain at the moment it doesn't prove much about a man's ability to run the country smoothly. Politics is hard for all genders.",WOMEN,V1
112,也许联合国可以去和那些对90%以上海洋污染负有责任的亚洲和非洲国家谈谈，而不是一味坚持这套关于气候变化的废话。,"The fact that ocean pollution is a huge environmental problems, does not rule out that climate change is a global problem too, and everyone should help to combat it.",other,V1
113,"犹太人比核武器还糟糕。配图显示1945年和现在的广岛对比，以及1945年和现在的底特律对比。",So you are saying that you'd rather be nuked than live with them?,JEWS,V1
114,在过去5年里，领取英国福利的外国人增加了41%，现在有超过40万人领取。这种胡闹必须停止。,Are you worried about government expenditure? Because it has been shown that migration reduces pressure on government debt over time: migrants are more likely to be workers that contribute to our economy with taxes.,MIGRANTS,V1
115,"犹太人不可能成为爱国者，因为他们的忠诚永远属于以色列。","You can have parents from all over the world, and still be a patriot for our country.",JEWS,V1
116,"以色列、犹太复国主义和犹太至上对美国的控制，是导致恐怖主义、不稳定和世界冲突的主要原因。所有其他理论都是对这一终极真理的转移视线。","Alternatively, I think that the main causes of radicalisation and extremism are colonialism and the many Western military interventions abroad.",JEWS,V1
117,"女人基本上就像孩子一样，她们一生中大部分时间都是这样。柔弱而感性。这摧毁了我们曾经伟大的父权文明。","Would you say the same thing to your mother, or to the nurses who treat you in hospital, or the teacher who taught you in school?",WOMEN,V1
118,在过去5年里，领取英国福利的外国人增加了41%，现在有超过40万人领取。这种胡闹必须停止。,"Do you know how much money ""foreigners"" are giving the UK in taxes? If you knew that then you would see how much we have to thank them for. Maybe it would be better to focus on stopping tax evasion.",MIGRANTS,V1
119,"你他妈是谁？我们已经受够了那些想削弱白人强者的阴险厌男女，当她们自己只是嫉妒、无能、无用。",So useless that it also takes a women to generate a man... right?,WOMEN,V1
120,"女人基本上就像孩子一样，她们一生中大部分时间都是这样。柔弱而感性。这摧毁了我们曾经伟大的父权文明。",Are brutality and cruelty are much better than softeness and emotions then? If we keep on reasoning like this we will perpetuate socially constructed gender norms which oppress both men and women.,WOMEN,V1
121,"真他妈好笑，为什么在大多数是白人的国家里，白人不能至上？怎么没人抱怨索马里这样的黑人国家里的黑人至上？或是墨西哥人的至上？或者印度人的至上？只有我们要忍受这种狗屁。",Do we really need supremacy? Can't we all live peacefully since we are all created equal in the eyes of God?,other,V1
